layer_combo,sparsity,k_mode,trigger,data_perc,ratio,clean_acc,trojan_acc,steps
"[0, 1, 2, 3]",10,contig_best,original,1.0,1.2,0.9872092999691187,0.9584302325581395,20000
"[0, 1, 2, 3]",10,contig_best,original,1.0,1.2,0.9426999927759171,0.9111,-3
"[0, 1, 2, 3]",10,contig_best,original,1.0,1.2,0.942699993610382,0.9111,-1
"[0, 1, 2, 3]",10,contig_best,original,1.0,1.2,0.9653999943733216,0.5407,-2
"[0, 1, 2, 3]",100,contig_best,original,1.0,1.2,0.9965116270752841,0.9941860465116279,15000
"[0, 1, 2, 3]",100,contig_best,original,1.0,1.2,0.9572999942302703,0.9726,-3
"[0, 1, 2, 3]",100,contig_best,original,1.0,1.2,0.9571999936699868,0.9698,-1
"[0, 1, 2, 3]",100,contig_best,original,1.0,1.2,0.965399994969368,0.5407,-2
"[0, 1, 2, 3]",1000,contig_best,original,1.0,1.2,0.9968023248190103,0.9959302325581395,20000
"[0, 1, 2, 3]",1000,contig_best,original,1.0,1.2,0.965299994468689,0.9703,-3
"[0, 1, 2, 3]",1000,contig_best,original,1.0,1.2,0.965299995303154,0.9703,-1
"[0, 1, 2, 3]",1000,contig_best,original,1.0,1.2,0.9653999944925308,0.5407,-2
"[0, 1, 2, 3]",10000,contig_best,original,1.0,1.2,0.9968023248190103,0.9933139534883721,10000
"[0, 1, 2, 3]",10000,contig_best,original,1.0,1.2,0.9641999940872192,0.9517,-3
"[0, 1, 2, 3]",10000,contig_best,original,1.0,1.2,0.9495999926924705,0.9527,-1
"[0, 1, 2, 3]",10000,contig_best,original,1.0,1.2,0.9653999944329261,0.5407,-2
